carname,officialprice,carfuelc,brand,MIITfuelc,displacement,rank,gearbox,cartype,ranking,carstrength,configuration,major,ownerevaluate,price,versions1,versionsp1,versions2,versionsp2
凯翼V3,6.28-7.88万,7.00-10.30L/100km,凯翼,暂无信息,['1.5L'],紧凑型SUV,"['手动', '自动']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分43.1,较弱,测试中,良好,良好, 2016款 1.5L 自动智联II导航版,7.48万, 2016款 1.5L 自动智联III,7.88万
帝豪GS,7.78-11.68万,7.00-10.60L/100km,吉利汽车,暂无信息,"['1.3T', '1.4T', '1.8L']",紧凑型SUV,"['手动', '双离合']",[],该车车实力评分高于58%同级别车系查看详情,72.4,一般,良好,优秀,良好, 2018款 领潮版 1.4T 自动领尚智联型,10.38万, 2018款 领潮版 1.4T 自动臻尚智联型,11.28万
景逸X6,8.49-10.99万,7.00-11.00L/100km,东风风行,暂无信息,"['1.5T', '2.0L']",紧凑型SUV,"['手动', '无级变速']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分48.1,一般,测试中,良好,一般, 2017款 劲享系列 1.5T 手动尊享型,9.29万, 2017款 劲享系列 1.5T CVT尊贵型,10.99万
荣威RX5,9.98-18.88万,7.10-9.50L/100km,荣威,暂无信息,"['1.5T', '2.0T']",紧凑型SUV,"['手动', '双离合']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分50.8,一般,测试中,优秀,一般, 2019款 20T 自动两驱Ali智联网铂金版,14.88万, 2018款 30T 自动四驱智联网智尊版,停售
宝骏560,6.98-11.78万,7.10-9.80L/100km,宝骏,暂无信息,"['1.5T', '1.8L']",紧凑型SUV,"['手动', '双离合']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分49.3,较弱,测试中,优秀,优秀, 2017款 律动版 1.8L iAMT尊享型,10.58万, 2017款 律动版 1.5T 手动尊享型,10.58万
翼虎,16.98-24.98万,7.20-9.80L/100km,福特,暂无信息,"['1.5T', '1.6T', '2.0T']",紧凑型SUV,['手自一体'],[],该车车实力评分高于87%同级别车系查看详情,76.5,良好,良好,良好,一般, 2019款 EcoBoost 245 四驱尊翼型,24.98万, 2018款 改款 EcoBoost 245 四驱尊翼型,24.98万
唐新能源,23.99-32.99万,4.80-13.10L/100km,比亚迪,暂无信息,"['2.0T', '纯电动']",中型SUV,['双离合'],[],该车车实力评分高于83%同级别车系查看详情,79.0,良好,优秀,一般,一般, 2019款 EV600 高配型,即将上市, 2018款 2.0T DM 智联创领型 七座 ,27.99万
比速T5,7.29-10.49万,6.40-10.50L/100km,比速汽车,暂无信息,['1.5T'],中型SUV,"['手动', '手自一体']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分49.0,一般,测试中,较弱,良好, 2018款 1.5T 自动豪华版,9.39万, 2018款 1.5T 自动旗舰版,10.49万
途观L,22.38-35.98万,6.60-10.90L/100km,大众,暂无信息,"['1.4T', '1.8T', '2.0T']",中型SUV,['双离合'],[],该车车实力评分高于71%同级别车系查看详情,78.1,良好,优秀,良好,一般, 2019款 380TSI 四驱R-Line尊崇旗舰版,35.98万, 2018款 380TSI 四驱至尊旗舰版,35.98万
英致G5,5.78-9.38万,6.90-10.50L/100km,英致,暂无信息,['1.5L'],中型SUV,"['手动', '无级变速']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分45.1,较弱,测试中,优秀,良好, 2016款 1.5L 手动精英版,6.98万, 2016款 1.5L 手动互联网版,8.38万
奥迪Q5L,39.28-51.70万,6.90-11.00L/100km,奥迪,暂无信息,['2.0T'],中型SUV,['双离合'],[],该车车实力评分高于93%同级别车系查看详情,80.0,良好,优秀,优秀,较弱, 2018款 45 TFSI  尊享风雅型,49.2万, 2018款 45 TFSI  尊享运动型,48.99万
众泰T600,7.98-14.28万,7.00-10.80L/100km,众泰,暂无信息,"['1.5T', '1.8T', '2.0T']",中型SUV,"['手动', '手自一体', '双离合']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分52.1,一般,测试中,优秀,良好, 2019款 1.8T DCT旗舰型,13.78万, 2019款 1.8T DCT尊贵型,12.28万
SWM斯威X7,8.59-11.89万,7.00-12.80L/100km,SWM斯威汽车,暂无信息,"['1.5T', '1.8L']",中型SUV,"['手动', '手自一体']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分50.5,一般,测试中,优秀,良好, 2018款 1.8L 手动豪华互联版,9.69万, 2018款 1.5T 自动智享互联版,11.29万
揽福,10.88-16.38万,7.00-13.20L/100km,福迪,暂无信息,"['1.9T', '2.0T', '2.4L']",中型SUV,"['手动', '自动']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分44.7,较弱,测试中,一般,良好, 2018款 1.9T 柴油版 自动四驱旗舰型 7座,16.38万, 2017款 2.0T 汽油版 手动四驱旗舰版 7座 ,14.08万
君马SEEK 5(赛克5),7.79-12.89万,7.10-10.20L/100km,君马汽车,暂无信息,"['1.5T', '1.8L']",中型SUV,"['手动', '手自一体']",[],该车车实力评分高于10%同级别车系查看详情,68.3,一般,一般,优秀,一般, 2018款 1.5T 自动领航版,12.89万, 2018款 1.5T 自动领智版,10.79万
风光580,7.89-12.30万,7.20-9.60L/100km,东风风光,暂无信息,"['1.5T', '1.8L']",中型SUV,"['手动', '无级变速']",[],该车车实力评分高于5%同级别车系查看详情,65.5,一般,较弱,优秀,良好, 2017款 改款 1.5T CVT豪华型,10.1万, 2017款 1.8L 手动舒适型,7.89万
奔驰GLC,39.48-57.60万,7.30-12.70L/100km,奔驰,暂无信息,['2.0T'],中型SUV,['手自一体'],[],该车车实力评分高于98%同级别车系查看详情,81.3,良好,优秀,良好,一般, 2019款 GLC 300 L 4MATIC 豪华型,57.6万, 2019款 GLC 260 L 4MATIC 动感型,42.98万
傲虎,27.08-31.08万,7.40-11.00L/100km,斯巴鲁,8.50-10.60L/100km,"['2.0T', '2.5L', '3.6L']",中型SUV,['无级变速'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分56.5,良好,测试中,优秀,良好, 2019款 2.5i 特装版 EyeSight,30.38万, 2018款 2.5i 运动导航版 EyeSight,31.08万
雷克萨斯NX,29.80-56.90万,7.40-11.80L/100km,雷克萨斯,暂无信息,"['2.0L', '2.0T', '2.5L']",中型SUV,"['手自一体', '无级变速']",[],该车车实力评分高于88%同级别车系查看详情,79.5,良好,良好,优秀,一般, 2018款 300h 锋致版,43万, 2018款 300h 锋尚版,37.4万
众泰SR9,10.88-16.98万,7.50-11.00L/100km,众泰,暂无信息,['2.0T'],中型SUV,"['手动', '双离合']",[],该车车实力评分高于0%同级别车系查看详情,63.7,一般,较弱,良好,一般, 2017款 2.0T 自动极致之路版,13.18万, 2017款 2.0T 自动极致之梦版,16.18万
萨瓦纳,13.18-21.08万,7.50-12.00L/100km,福田,暂无信息,"['2.0T', '2.8T']",中型SUV,"['手动', '手自一体']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分46.5,较弱,测试中,良好,一般, 2016款 穿越版,停售, 2015款 基本型,停售
格越,25.60-38.78万,7.50-12.20L/100km,现代,暂无信息,"['2.0T', '2.2T', '3.0L', '3.3L']",中型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分51.9,良好,测试中,良好,较弱, 2017款 2.0T 汽油四驱舒适版,30.46万, 2015款 2.2T 7座两驱智领限量版,停售
金杯S70,7.98-11.38万,7.70-9.80L/100km,金杯,暂无信息,['1.5T'],中型SUV,['手动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分45.9,较弱,测试中,一般,良好, 2017款 1.5T 手动领航版,9.88万,,
本田UR-V,24.68-32.98万,7.70-11.40L/100km,本田,暂无信息,"['1.5T', '2.0T']",中型SUV,"['手自一体', '无级变速']",[],该车车实力评分高于55%同级别车系查看详情,76.1,良好,良好,一般,一般, 2017款 370TURBO 四驱尊耀版,32.98万, 2017款 370TURBO 四驱尊享版,29.28万
君马S70,8.19-11.59万,7.80-9.50L/100km,君马汽车,暂无信息,['1.5T'],中型SUV,"['手动', '自动']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分48.6,一般,测试中,一般,一般, 2018款 1.5T 自动 豪华型,10.69万, 2018款 1.5T 自动 旗舰运动型,未上市
捷途X70,6.99-12.09万,7.80-10.50L/100km,捷途,暂无信息,['1.5T'],中型SUV,"['手动', '手自一体']",[],该车车实力评分高于7%同级别车系查看详情,66.6,一般,一般,一般,良好, 2018款 1.5T 自动智行版,11.09万, 2018款 1.5T 自动悦行版,9.99万
远景X1,3.99-5.79万,5.10-6.60L/100km,吉利汽车,暂无信息,"['1.0L', '1.3L']",小型SUV,"['手动', '自动']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分36.5,较弱,测试中,较弱,一般, 2017款 1.3L 自动玩家版,5.79万, 2017款 1.3L 自动乐趣版,5.29万
东风风神AX3,6.39-8.79万,5.20-10.50L/100km,东风风神,暂无信息,"['1.0T', '1.4T', '1.5L', '1.6L']",小型SUV,"['手动', '自动', '双离合']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分44.2,较弱,测试中,一般,良好, 2019款 1.0TD DCT 劲享版,8.19万, 2017款 领先版 1.5L 自动尊酷型,8.79万
丰田C-HR,14.48-17.98万,5.70-9.60L/100km,丰田,暂无信息,['2.0L'],小型SUV,['无级变速'],[],该车车实力评分高于86%同级别车系查看详情,71.5,一般,良好,优秀,一般, 2018款 2.0L 领先特别版,15.68万, 2018款 2.0L 领先版,15.58万
力帆X50,5.98-8.28万,5.80-7.80L/100km,力帆,暂无信息,['1.5L'],小型SUV,"['手动', '无级变速']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分42.2,较弱,测试中,良好,良好, 2015款 1.5L 手动豪华型 ,6.68万, 2015款 1.5L 手动精英型 ,5.98万
维特拉,9.98-15.98万,5.90-7.90L/100km,铃木,暂无信息,"['1.4T', '1.6L']",小型SUV,"['手动', '手自一体']",[],该车车实力评分高于91%同级别车系查看详情,73.1,一般,良好,优秀,优秀, 2018款 1.4T 自动星耀版,14.28万, 2016款 1.6L 手动进取型,9.98万
智尚S30,4.98-7.28万,5.90-9.50L/100km,金杯,暂无信息,['1.5L'],小型SUV,['手动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分42.9,较弱,测试中,优秀,优秀, 2015款 1.5L 手动两驱豪华型,6.58万, 2014款 1.5L 自动两驱精英型,7.18万
宝骏510,5.48-7.78万,6.10-10.30L/100km,宝骏,暂无信息,['1.5L'],小型SUV,['手动'],[],该车车实力评分高于64%同级别车系查看详情,67.9,较弱,良好,良好,良好, 2019款 1.5L 自动优享型,7.58万, 2019款 1.5L 手动尊享型,7.18万
缤越,7.88-11.88万,6.10-12.30L/100km,吉利汽车,暂无信息,"['1.0T', '1.5T']",小型SUV,"['手动', '双离合']",[],该车车实力评分高于95%同级别车系查看详情,76.5,一般,优秀,优秀,良好, 2019款 运动款 260T DCT Battle,11.88万, 2019款 260T DCT骑士,9.88万
智尚S35,5.98-7.88万,6.30-8.50L/100km,金杯,暂无信息,['1.5L'],小型SUV,['手动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分44.5,较弱,测试中,优秀,良好, 2016款 1.5L 手动豪华版,6.78万, 2016款 1.5L 手动精英版,7.08万
Yeti,12.98-20.98万,6.30-9.70L/100km,斯柯达,暂无信息,"['1.4T', '1.6L', '1.8T']",小型SUV,"['手动', '双离合']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分46.8,一般,测试中,一般,一般, 2017款 280TSI DSG车享兄弟版,15.98万, 2017款 280TSI DSG尊行版,18.98万
昌河Q25,5.59-7.59万,6.40-8.30L/100km,昌河,暂无信息,['1.5L'],小型SUV,"['手动', '自动']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分44.3,较弱,测试中,良好,良好, 2016款 1.5L 自动乐惠版,6.89万, 2016款 1.5L 自动乐享版,7.59万
云逸 C4 AIRCROSS,10.98-15.98万,6.40-8.80L/100km,雪铁龙,暂无信息,"['1.2T', '1.6T']",小型SUV,"['手动', '手自一体']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分46.9,较弱,测试中,优秀,一般, 2018款 350THP 自动互联网逸臻版,15.98万, 2018款 350THP 自动互联网逸智版,14.98万
纳智捷U5 SUV,6.98-9.98万,6.40-9.70L/100km,纳智捷,暂无信息,['1.6L'],小型SUV,"['手动', '无级变速']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分46.5,较弱,测试中,一般,一般, 2019款 1.6L CVT旗舰版,9.98万, 2017款 1.6L 手动骑士版,6.98万
欧力威X6,6.19-6.89万,6.50-7.20L/100km,长安欧尚,暂无信息,['1.4L'],小型SUV,['手动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分41.3,较弱,测试中,良好,良好, 2015款 1.4L 手动珠峰型,6.19万,,
中兴C3,5.78-6.38万,6.50-7.60L/100km,中兴,暂无信息,['1.5L'],小型SUV,['手动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分42.0,较弱,测试中,优秀,良好, 2014款 1.5L 手动商务版,5.88万, 2014款 1.5L 手动启航版,5.78万
GX3,6.38-6.98万,6.50-7.70L/100km,中兴,暂无信息,['1.5L'],小型SUV,['手动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分41.7,较弱,测试中,优秀,良好, 2015款 1.5L 手动精英版,6.68万,,
劲客,9.98-13.73万,6.60-9.70L/100km,日产,暂无信息,['1.5L'],小型SUV,"['手动', '无级变速']",[],该车车实力评分高于45%同级别车系查看详情,66.1,较弱,良好,良好,良好, 2018款 1.5L CVT 智联豪华版,13.23万, 2017款 1.5L CVT酷享版,12.28万
起亚KX3,10.98-17.78万,6.70-9.00L/100km,起亚,暂无信息,"['1.6L', '1.6T', '2.0L']",小型SUV,"['手动', '手自一体', '无级变速', '双离合']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分44.8,较弱,测试中,良好,一般, 2019款 1.6L 自动时尚天窗版,13.28万, 2017款 1.6T 自动傲雅,15.28万
英致G3,5.69-8.08万,6.70-9.30L/100km,英致,暂无信息,['1.5L'],小型SUV,"['手动', '无级变速']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分43.0,较弱,测试中,良好,良好, 2016款 G3S 1.5L MT 豪华导航版,6.98万, 2016款 1.5L MT 豪华版,6.49万
众泰T300,5.68-9.38万,6.80-9.70L/100km,众泰,暂无信息,"['1.5L', '1.5T']",小型SUV,"['手动', '无级变速']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分47.2,较弱,测试中,优秀,一般, 2017款 1.5T 手动尊贵型,7.98万, 2017款 1.5T CVT旗舰型,9.18万
沃尔沃XC90新能源,92.18-128.58万,2.80-10.50L/100km,沃尔沃,暂无信息,['2.0T'],中大型SUV,['自动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分56.3,优秀,测试中,优秀,较弱, 2018款 E驱混动 2.0T T8 智尊版 7座,92.18万, 2016款 E驱混动 2.0T T8 荣誉版 4座,停售
传祺GS4新能源,19.68-21.98万,3.20-8.70L/100km,广汽新能源,暂无信息,"['1.5L', '纯电动']",紧凑型SUV,[],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分46.3,一般,测试中,较弱,一般, 2019款 1.5L PHEV智享版,19.68万, 2017款 1.5L PHEV智享版,20.98万
宋新能源,17.69-27.42万,3.70-7.30L/100km,比亚迪,暂无信息,"['1.5T', '纯电动']",紧凑型SUV,['双离合'],[],该车车实力评分高于48%同级别车系查看详情,71.2,一般,良好,良好,一般, 2019款 宋EV500 智联领耀型,21.99万, 2019款 宋DM 1.5TI 四驱智联锐耀型,20.69万
唐新能源,23.99-32.99万,4.80-13.10L/100km,比亚迪,暂无信息,"['2.0T', '纯电动']",中型SUV,['双离合'],[],该车车实力评分高于83%同级别车系查看详情,79.0,良好,优秀,一般,一般, 2019款 EV600 高配型,即将上市, 2018款 2.0T DM 智联创领型 七座 ,27.99万
远景X1,3.99-5.79万,5.10-6.60L/100km,吉利汽车,暂无信息,"['1.0L', '1.3L']",小型SUV,"['手动', '自动']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分36.5,较弱,测试中,较弱,一般, 2017款 1.3L 自动玩家版,5.79万, 2017款 1.3L 自动乐趣版,5.29万
东风风神AX3,6.39-8.79万,5.20-10.50L/100km,东风风神,暂无信息,"['1.0T', '1.4T', '1.5L', '1.6L']",小型SUV,"['手动', '自动', '双离合']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分44.2,较弱,测试中,一般,良好, 2019款 1.0TD DCT 劲享版,8.19万, 2017款 领先版 1.5L 自动尊酷型,8.79万
本田CR-V锐・混动,21.98-27.68万,5.40-9.00L/100km,本田,暂无信息,['2.0L'],紧凑型SUV,[],[],该车车实力评分高于96%同级别车系查看详情,78.2,良好,优秀,良好,一般, 2019款 混动 2.0L 四驱净享版 国VI,27.68万, 2019款 混动 2.0L 两驱净驰版 国V,24.18万
丰田C-HR,14.48-17.98万,5.70-9.60L/100km,丰田,暂无信息,['2.0L'],小型SUV,['无级变速'],[],该车车实力评分高于86%同级别车系查看详情,71.5,一般,良好,优秀,一般, 2018款 2.0L 领先特别版,15.68万, 2018款 2.0L 领先版,15.58万
力帆X50,5.98-8.28万,5.80-7.80L/100km,力帆,暂无信息,['1.5L'],小型SUV,"['手动', '无级变速']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分42.2,较弱,测试中,良好,良好, 2015款 1.5L 手动豪华型 ,6.68万, 2015款 1.5L 手动精英型 ,5.98万
维特拉,9.98-15.98万,5.90-7.90L/100km,铃木,暂无信息,"['1.4T', '1.6L']",小型SUV,"['手动', '手自一体']",[],该车车实力评分高于91%同级别车系查看详情,73.1,一般,良好,优秀,优秀, 2018款 1.4T 自动星耀版,14.28万, 2016款 1.6L 手动进取型,9.98万
智尚S30,4.98-7.28万,5.90-9.50L/100km,金杯,暂无信息,['1.5L'],小型SUV,['手动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分42.9,较弱,测试中,优秀,优秀, 2015款 1.5L 手动两驱豪华型,6.58万, 2014款 1.5L 自动两驱精英型,7.18万
宝骏510,5.48-7.78万,6.10-10.30L/100km,宝骏,暂无信息,['1.5L'],小型SUV,['手动'],[],该车车实力评分高于64%同级别车系查看详情,67.9,较弱,良好,良好,良好, 2019款 1.5L 自动优享型,7.58万, 2019款 1.5L 手动尊享型,7.18万
缤越,7.88-11.88万,6.10-12.30L/100km,吉利汽车,暂无信息,"['1.0T', '1.5T']",小型SUV,"['手动', '双离合']",[],该车车实力评分高于95%同级别车系查看详情,76.5,一般,优秀,优秀,良好, 2019款 运动款 260T DCT Battle,11.88万, 2019款 260T DCT骑士,9.88万
本田CR-V,16.98-24.98万,6.20-10.90L/100km,本田,7.20-9.90L/100km,"['1.5T', '2.0L', '2.4L']",紧凑型SUV,"['手动', '无级变速']",[],该车车实力评分高于88%同级别车系查看详情,76.8,一般,优秀,良好,良好, 2017款 240TURBO 自动 四驱豪华版,21.38万, 2017款 240TURBO 自动 四驱尊贵版,23.18万
智尚S35,5.98-7.88万,6.30-8.50L/100km,金杯,暂无信息,['1.5L'],小型SUV,['手动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分44.5,较弱,测试中,优秀,良好, 2016款 1.5L 手动豪华版,6.78万, 2016款 1.5L 手动精英版,7.08万
Yeti,12.98-20.98万,6.30-9.70L/100km,斯柯达,暂无信息,"['1.4T', '1.6L', '1.8T']",小型SUV,"['手动', '双离合']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分46.8,一般,测试中,一般,一般, 2017款 280TSI DSG车享兄弟版,15.98万, 2017款 280TSI DSG尊行版,18.98万
